# Weather station Los Angeles (airport), USA, WMO_ID=72295,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72295&lang=en
#
"Local time in Los Angeles (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.08.2019 04:00";"18.3";"755.5";"759.6";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"17.8";"23.3";"";"";"200-300";"";"";"9.0";"17.2";"";"";"";"";"";"";
"03.08.2019 22:00";"18.9";"756.1";"760.0";"";"84";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"18.3";"21.7";"";"";"300-600";"";"";"16.0";"16.1";"";"";"";"";"";"";
"03.08.2019 16:00";"21.7";"754.8";"758.9";"";"79";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"18.3";"23.3";"";"";"300-600";"";"";"16.0";"17.8";"";"";"";"";"";"";
"03.08.2019 10:00";"22.2";"756.1";"760.0";"";"76";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"17.8";"22.8";"";"";"200-300";"";"";"12.0";"17.8";"";"";"";"";"";"";
"03.08.2019 04:00";"18.3";"755.5";"759.5";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"23.9";"";"";"";"";"";"12.0";"17.8";"";"";"";"";"";"";
"02.08.2019 22:00";"19.4";"755.8";"759.8";"";"91";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"16.7";"22.2";"";"";"300-600";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.08.2019 16:00";"21.7";"755.5";"759.7";"";"79";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"16.7";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.08.2019 10:00";"21.7";"757.3";"761.2";"";"76";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"16.7";"21.7";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"02.08.2019 04:00";"17.8";"756.3";"760.3";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.7";"22.2";"";"";"200-300";"";"";"16.0";"15.6";"";"";"";"";"";"";
"01.08.2019 22:00";"19.4";"756.6";"760.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"21.7";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"01.08.2019 16:00";"21.7";"756.3";"760.3";"";"73";"Wind blowing from the west";"8";"";"";"20–30%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"16.0";"16.7";"";"";"";"";"";"";
"01.08.2019 10:00";"21.1";"758.3";"762.4";"";"76";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"17.2";"21.1";"";"";"200-300";"";"";"11.0";"16.7";"";"";"";"";"";"";
"01.08.2019 04:00";"17.8";"757.3";"761.2";"";"93";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"17.2";"23.3";"";"";"300-600";"";"";"14.0";"16.7";"";"";"";"";"";"";
"31.07.2019 22:00";"18.3";"757.3";"761.4";"";"81";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"18.3";"22.8";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"31.07.2019 16:00";"20.6";"756.6";"760.6";"";"81";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"18.3";"23.3";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"31.07.2019 10:00";"22.2";"757.6";"761.7";"";"76";"Wind blowing from the west";"5";"";"";"70 – 80%.";"Haze. ";"";"";"18.3";"22.8";"";"";"300-600";"";"";"9.0";"17.8";"";"";"";"";"";"";
"31.07.2019 04:00";"18.3";"756.1";"760.1";"";"97";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Mist. ";"";"";"18.3";"23.3";"";"";"100-200";"";"";"8.0";"17.8";"";"";"";"";"";"";
"30.07.2019 22:00";"18.9";"756.1";"760.0";"";"87";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"16.0";"16.7";"";"";"";"";"";"";
"30.07.2019 16:00";"21.7";"755.0";"759.1";"";"79";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"17.2";"23.3";"";"";"300-600";"";"";"14.0";"17.8";"";"";"";"";"";"";
"30.07.2019 10:00";"22.2";"756.1";"760.1";"";"71";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"18.3";"22.8";"";"";"300-600";"";"";"12.0";"16.7";"";"";"";"";"";"";
"30.07.2019 04:00";"18.3";"755.0";"759.1";"";"90";"";"2";"";"";"70 – 80%.";" ";"";"";"17.2";"22.8";"";"";"300-600";"";"";"12.0";"16.7";"";"";"";"";"";"";
"29.07.2019 22:00";"17.8";"754.8";"758.9";"";"90";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.2";"20.6";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"29.07.2019 16:00";"20.6";"754.6";"758.5";"";"76";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"16.0";"16.1";"";"";"";"";"";"";
"29.07.2019 10:00";"21.7";"756.3";"760.4";"";"76";"Wind blowing from the west";"4";"";"";"70 – 80%.";"Mist. ";"";"";"18.3";"22.2";"";"";"300-600";"";"";"9.0";"17.2";"";"";"";"";"";"";
"29.07.2019 04:00";"18.9";"755.3";"759.4";"";"90";"Wind blowing from the east-southeast";"2";"";"";"100%.";"Mist. ";"";"";"17.8";"22.8";"";"";"100-200";"";"";"6.0";"17.2";"";"";"";"";"";"";
"28.07.2019 22:00";"17.8";"756.3";"760.2";"";"93";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"";"";"100-200";"";"";"12.0";"16.7";"";"";"";"";"";"";
"28.07.2019 16:00";"20.6";"755.8";"759.7";"";"81";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"";"22.8";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"28.07.2019 10:00";"21.7";"757.3";"761.2";"";"76";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"100-200";"";"";"16.0";"17.2";"";"";"";"";"";"";
"28.07.2019 04:00";"18.9";"756.3";"760.2";"";"87";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"26.1";"";"";"200-300";"";"";"16.0";"16.7";"";"";"";"";"";"";
"27.07.2019 22:00";"19.4";"756.6";"760.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.9";"23.3";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"27.07.2019 16:00";"22.8";"756.1";"760.1";"";"69";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"18.9";"26.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"27.07.2019 10:00";"24.4";"757.8";"761.8";"";"62";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"19.4";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"27.07.2019 04:00";"19.4";"757.0";"760.9";"";"87";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"18.9";"26.7";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"26.07.2019 22:00";"20.6";"757.3";"761.3";"";"78";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"19.4";"23.3";"";"";"";"";"";"16.0";"16.7";"";"";"";"";"";"";
"26.07.2019 16:00";"23.3";"756.6";"760.6";"";"67";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"20.6";"26.7";"";"";"50-100";"";"";"16.0";"16.7";"";"";"";"";"";"";
"26.07.2019 10:00";"26.7";"758.1";"762.1";"";"58";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"20.6";"26.7";"";"";"300-600";"";"";"14.0";"17.8";"";"";"";"";"";"";
"26.07.2019 04:00";"21.1";"756.8";"760.6";"";"79";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"20.6";"30.6";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"25.07.2019 22:00";"21.7";"756.6";"760.6";"";"66";"";"2";"";"";"20–30%.";" ";"";"";"21.1";"26.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.0";"";"";"";"";"";"";
"25.07.2019 16:00";"25.6";"755.3";"759.3";"";"58";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"21.1";"30.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"25.07.2019 10:00";"27.8";"756.6";"760.5";"";"56";"";"2";"";"";"70 – 80%.";" ";"";"";"21.1";"27.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.3";"Trace of precipitation";"6";"";"";"";"";
"25.07.2019 04:00";"21.1";"756.1";"760.0";"";"79";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"21.1";"28.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"24.07.2019 22:00";"22.8";"756.6";"760.3";"";"69";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"19.4";"25.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"24.07.2019 16:00";"24.4";"755.3";"759.3";"";"64";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"19.4";"28.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"24.07.2019 10:00";"26.7";"756.6";"760.6";"";"52";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"20.0";"26.7";"";"";"300-600";"";"";"14.0";"16.1";"";"";"";"";"";"";
"24.07.2019 04:00";"20.0";"756.1";"760.0";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.4";"26.7";"";"";"200-300";"";"";"16.0";"18.3";"";"";"";"";"";"";
"23.07.2019 22:00";"20.6";"756.8";"760.8";"";"81";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"17.8";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"23.07.2019 16:00";"23.9";"755.5";"759.6";"";"62";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"17.8";"26.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.1";"";"";"";"";"";"";
"23.07.2019 10:00";"21.7";"757.8";"761.8";"";"81";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"18.9";"22.2";"";"";"200-300";"";"";"12.0";"18.3";"1.0";"6";"";"";"";"";
"23.07.2019 04:00";"20.0";"756.3";"760.3";"";"81";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"17.8";"23.9";"";"";"50-100";"";"";"14.0";"16.7";"";"";"";"";"";"";
"22.07.2019 22:00";"18.9";"757.0";"761.0";"";"90";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"17.2";"22.8";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"22.07.2019 16:00";"22.8";"756.6";"760.6";"";"69";"Wind blowing from the west";"6";"";"";"50%.";" ";"";"";"17.2";"23.9";"";"";"1000-1500";"";"";"16.0";"16.7";"";"";"";"";"";"";
"22.07.2019 10:00";"21.1";"757.8";"761.8";"";"71";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"17.2";"21.7";"";"";"300-600";"";"";"11.0";"15.6";"";"";"";"";"";"";
"22.07.2019 04:00";"17.0";"756.1";"760.0";"";"94";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"17.2";"22.2";"";"";"100-200";"";"";"14.0";"16.0";"";"";"";"";"";"";
"21.07.2019 22:00";"17.8";"756.1";"760.1";"";"87";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"17.2";"21.7";"";"";"200-300";"";"";"16.0";"15.6";"";"";"";"";"";"";
"21.07.2019 16:00";"21.1";"755.0";"759.1";"";"71";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"21.07.2019 10:00";"21.1";"756.6";"760.6";"";"71";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"17.2";"21.1";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"21.07.2019 04:00";"17.2";"755.5";"759.5";"";"87";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"17.2";"23.3";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"20.07.2019 22:00";"18.3";"755.5";"759.6";"";"81";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"17.8";"21.7";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"20.07.2019 16:00";"21.7";"755.0";"759.1";"";"66";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"17.8";"23.3";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"20.07.2019 10:00";"21.7";"756.8";"760.9";"";"66";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"18.3";"22.2";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"20.07.2019 04:00";"18.3";"756.3";"760.3";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"19.07.2019 22:00";"18.3";"756.1";"760.2";"";"81";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"16.7";"21.1";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"19.07.2019 16:00";"20.6";"755.5";"759.7";"";"70";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"16.7";"22.8";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"19.07.2019 10:00";"21.1";"756.8";"760.8";"";"64";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"17.2";"22.2";"";"";"600-1000";"";"";"12.0";"13.9";"";"";"";"";"";"";
"19.07.2019 04:00";"17.2";"756.1";"760.0";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"16.7";"22.8";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"18.07.2019 22:00";"17.2";"756.3";"760.3";"";"84";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"16.7";"21.1";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"18.07.2019 16:00";"21.1";"755.8";"759.8";"";"68";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"18.9";"22.8";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"18.07.2019 10:00";"22.2";"757.6";"761.5";"";"71";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"18.9";"22.8";"";"";"600-1000";"";"";"12.0";"16.7";"";"";"";"";"";"";
"18.07.2019 04:00";"18.9";"756.8";"760.8";"";"81";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"18.9";"23.3";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"17.07.2019 22:00";"19.4";"756.8";"760.8";"";"84";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"17.8";"22.2";"";"";"300-600";"";"";"16.0";"16.7";"";"";"";"";"";"";
"17.07.2019 16:00";"22.2";"756.3";"760.3";"";"68";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"17.8";"23.3";"";"";"300-600";"";"";"16.0";"16.1";"";"";"";"";"";"";
"17.07.2019 10:00";"22.2";"756.8";"760.8";"";"68";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"18.3";"22.2";"";"";"300-600";"";"";"12.0";"16.1";"";"";"";"";"";"";
"17.07.2019 04:00";"18.9";"754.3";"758.2";"";"81";"";"3";"";"";"100%.";" ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"16.07.2019 22:00";"18.9";"754.0";"758.1";"";"78";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"17.2";"22.8";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"16.07.2019 16:00";"22.2";"753.5";"757.6";"";"73";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"17.2";"22.8";"";"";"200-300";"";"";"16.0";"17.2";"";"";"";"";"";"";
"16.07.2019 10:00";"20.6";"754.6";"758.6";"";"81";"Wind blowing from the west";"4";"";"";"50%.";"Mist. ";"";"";"16.7";"20.6";"";"";"200-300";"";"";"6.0";"17.2";"";"";"";"";"";"";
"16.07.2019 04:00";"17.2";"753.0";"757.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"22.2";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"15.07.2019 22:00";"17.8";"754.0";"758.0";"";"90";"";"2";"";"";"20–30%.";" ";"";"";"17.2";"20.0";"";"";"100-200";"";"";"16.0";"16.1";"";"";"";"";"";"";
"15.07.2019 16:00";"19.4";"754.3";"758.2";"";"81";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"17.2";"22.2";"";"";"200-300";"";"";"14.0";"16.1";"";"";"";"";"";"";
"15.07.2019 10:00";"21.7";"756.1";"760.1";"";"76";"Wind blowing from the west";"5";"";"";"50%.";"Haze. ";"";"";"17.2";"22.2";"";"";"200-300";"";"";"4.8";"17.2";"";"";"";"";"";"";
"15.07.2019 04:00";"17.8";"755.5";"759.5";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"17.2";"22.8";"";"";"100-200";"";"";"4.0";"16.7";"";"";"";"";"";"";
"14.07.2019 22:00";"17.8";"757.0";"760.9";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.2";"20.0";"";"";"100-200";"";"";"11.0";"16.1";"";"";"";"";"";"";
"14.07.2019 16:00";"20.0";"756.1";"760.2";"";"78";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"17.8";"22.8";"";"";"200-300";"";"";"14.0";"16.1";"";"";"";"";"";"";
"14.07.2019 10:00";"21.7";"757.3";"761.3";"";"73";"Wind blowing from the west";"5";"";"";"20–30%.";"Haze. ";"";"";"18.3";"22.2";"";"";"200-300";"";"";"8.0";"16.7";"";"";"";"";"";"";
"14.07.2019 04:00";"18.3";"756.6";"760.5";"";"87";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"17.8";"23.9";"";"";"200-300";"";"";"6.0";"16.1";"";"";"";"";"";"";
"13.07.2019 22:00";"17.8";"756.1";"760.0";"";"90";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"17.8";"22.2";"";"";"200-300";"";"";"11.0";"16.1";"";"";"";"";"";"";
"13.07.2019 16:00";"21.7";"754.0";"758.1";"";"73";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"17.8";"23.9";"";"";"200-300";"";"";"14.0";"16.7";"";"";"";"";"";"";
"13.07.2019 10:00";"22.2";"755.0";"759.1";"";"73";"Wind blowing from the west";"4";"";"";"50%.";"Haze. ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"8.0";"17.2";"";"";"";"";"";"";
"13.07.2019 04:00";"17.8";"753.3";"757.3";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.8";"23.9";"";"";"200-300";"";"";"16.0";"16.1";"";"";"";"";"";"";
"12.07.2019 22:00";"18.9";"753.3";"757.3";"";"84";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"17.8";"21.1";"";"";"200-300";"";"";"16.0";"16.1";"";"";"";"";"";"";
"12.07.2019 16:00";"21.1";"753.0";"757.0";"";"73";"Wind blowing from the west-southwest";"6";"";"";"20–30%.";" ";"";"";"17.8";"23.9";"";"";"200-300";"";"";"16.0";"16.1";"";"";"";"";"";"";
"12.07.2019 10:00";"22.2";"754.8";"758.8";"";"71";"Wind blowing from the west";"3";"";"";"50%.";"Haze. ";"";"";"17.8";"23.3";"";"";"300-600";"";"";"9.0";"16.7";"";"";"";"";"";"";
"12.07.2019 04:00";"17.8";"754.8";"758.8";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"17.8";"23.3";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"11.07.2019 22:00";"18.9";"755.5";"759.5";"";"84";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"17.8";"21.1";"";"";"300-600";"";"";"16.0";"16.1";"";"";"";"";"";"";
"11.07.2019 16:00";"20.6";"756.1";"760.2";"";"76";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"17.8";"23.3";"";"";"200-300";"";"";"12.0";"16.1";"";"";"";"";"";"";
"11.07.2019 10:00";"22.8";"758.1";"762.0";"";"66";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"12.0";"16.1";"";"";"";"";"";"";
"11.07.2019 04:00";"17.8";"757.6";"761.5";"";"87";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"17.8";"22.2";"";"";"200-300";"";"";"16.0";"15.6";"";"";"";"";"";"";
"10.07.2019 22:00";"18.3";"758.1";"762.1";"";"84";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"17.2";"21.1";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"10.07.2019 16:00";"21.1";"758.1";"762.2";"";"71";"Wind blowing from the west";"7";"13";"";"20–30%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"10.07.2019 10:00";"21.1";"759.4";"763.5";"";"71";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"17.8";"21.1";"";"";"300-600";"";"";"12.0";"15.6";"";"";"";"";"";"";
"10.07.2019 04:00";"17.8";"758.6";"762.5";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.2";"23.9";"";"";"200-300";"";"";"14.0";"15.6";"";"";"";"";"";"";
"09.07.2019 22:00";"17.8";"758.3";"762.4";"";"84";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"17.8";"22.8";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"09.07.2019 16:00";"22.2";"757.6";"761.6";"";"64";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"17.8";"23.9";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"09.07.2019 10:00";"21.1";"759.1";"763.0";"";"68";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"18.3";"21.7";"";"";"600-1000";"";"";"12.0";"15.0";"";"";"";"";"";"";
"09.07.2019 04:00";"18.3";"757.8";"761.8";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.8";"23.3";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.07.2019 22:00";"17.8";"758.1";"762.2";"";"78";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"17.8";"21.7";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.07.2019 16:00";"21.1";"757.3";"761.5";"";"66";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"18.3";"23.3";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"08.07.2019 10:00";"20.0";"758.1";"762.1";"";"63";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.3";"20.0";"";"";"300-600";"";"";"12.0";"12.8";"";"";"";"";"";"";
"08.07.2019 04:00";"18.9";"756.8";"760.7";"";"68";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"18.3";"22.2";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"07.07.2019 22:00";"18.9";"757.6";"761.5";"";"78";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"17.8";"21.7";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"07.07.2019 16:00";"21.7";"756.3";"760.4";"";"63";"Wind blowing from the west-southwest";"5";"8";"";"20–30%.";" ";"";"";"17.8";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"07.07.2019 10:00";"19.4";"757.8";"761.8";"";"76";"";"3";"";"";"100%.";" ";"";"";"17.8";"19.4";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"07.07.2019 04:00";"18.3";"756.8";"760.7";"";"78";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"22.2";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"06.07.2019 22:00";"17.8";"757.3";"761.3";"";"84";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"17.2";"20.0";"";"";"300-600";"";"";"14.0";"15.0";"";"";"";"";"";"";
"06.07.2019 16:00";"20.0";"757.0";"761.0";"";"70";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"17.2";"22.2";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"06.07.2019 10:00";"19.4";"758.6";"762.7";"";"76";"Wind blowing from the west";"4";"";"";"100%.";"Haze. ";"";"";"17.8";"20.0";"";"";"300-600";"";"";"8.0";"15.0";"";"";"";"";"";"";
"06.07.2019 04:00";"17.8";"758.1";"762.1";"";"84";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"17.2";"23.3";"";"";"300-600";"";"";"12.0";"15.0";"";"";"";"";"";"";
"05.07.2019 22:00";"17.8";"758.1";"762.1";"";"84";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"16.7";"21.7";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"05.07.2019 16:00";"21.7";"757.3";"761.3";"";"66";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"16.7";"23.3";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"05.07.2019 10:00";"21.1";"758.6";"762.7";"";"66";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"17.8";"21.1";"";"";"300-600";"";"";"11.0";"14.4";"";"";"";"";"";"";
"05.07.2019 04:00";"17.8";"757.0";"761.1";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.7";"23.3";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
"04.07.2019 22:00";"17.8";"756.6";"760.6";"";"81";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"17.8";"21.1";"";"";"100-200";"";"";"16.0";"14.4";"";"";"";"";"";"";
"04.07.2019 16:00";"21.1";"755.5";"759.6";"";"68";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"18.3";"23.3";"";"";"300-600";"";"";"16.0";"15.0";"";"";"";"";"";"";
