# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.08.2019 21:00";"25.0";"742.4";"758.5";"";"71";"Wind blowing from the west-southwest";"7";"9";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"29.08.2019 15:00";"28.9";"740.4";"756.5";"";"53";"Wind blowing from the south-west";"10";"15";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"18.3";"";"";"";"";"";"";
"29.08.2019 09:00";"23.3";"743.9";"760.2";"";"52";"Wind blowing from the south-west";"6";"10";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"29.08.2019 03:00";"16.1";"744.9";"761.1";"";"81";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"28.08.2019 21:00";"19.4";"744.1";"760.6";"";"61";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"28.08.2019 15:00";"24.4";"743.4";"759.8";"";"42";"Wind blowing from the west";"10";"15";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"28.08.2019 09:00";"20.6";"743.6";"759.9";"";"55";"Wind blowing from the west";"8";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"28.08.2019 03:00";"17.2";"742.6";"758.8";"";"70";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"27.08.2019 21:00";"22.2";"742.6";"758.9";"";"53";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"12.2";"";"";"";"";"";"";
"27.08.2019 15:00";"26.1";"740.7";"756.8";"";"50";"Wind blowing from the west";"7";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"27.08.2019 09:00";"22.2";"740.9";"757.0";"";"71";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"16.7";"";"";"";"";"";"";
"27.08.2019 03:00";"21.1";"739.4";"755.3";"";"84";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"18.3";"";"";"";"";"";"";
"26.08.2019 21:00";"22.2";"738.4";"754.5";"";"84";"Wind blowing from the west";"6";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"19.4";"Trace of precipitation";"3";"";"";"";"";
"26.08.2019 15:00";"24.4";"736.9";"753.0";"";"91";"Wind blowing from the south";"5";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"22.8";"0.8";"3";"";"";"";"";
"26.08.2019 09:00";"21.1";"740.4";"756.4";"";"90";"Wind blowing from the south-east";"5";"9";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"19.4";"9.0";"3";"";"";"";"";
"26.08.2019 03:00";"20.0";"742.2";"758.4";"";"78";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"16.1";"0.8";"3";"";"";"";"";
"25.08.2019 21:00";"23.3";"744.7";"760.9";"";"57";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"14.4";"";"";"";"";"";"";
"25.08.2019 15:00";"24.4";"745.6";"762.0";"";"48";"Wind blowing from the east-northeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"25.08.2019 09:00";"21.7";"748.1";"764.5";"";"53";"Wind blowing from the east-southeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"25.08.2019 03:00";"17.0";"749.2";"";"";"64";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"24.08.2019 21:00";"21.1";"750.1";"766.3";"";"55";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"24.08.2019 15:00";"22.8";"750.4";"766.8";"";"43";"Wind blowing from the east-northeast";"6";"10";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.08.2019 09:00";"21.7";"752.2";"768.7";"";"46";"Wind blowing from the east";"6";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.08.2019 03:00";"19.4";"751.1";"767.6";"";"61";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"23.08.2019 21:00";"20.0";"750.7";"767.2";"";"63";"Wind blowing from the north-east";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"12.8";"";"";"";"";"";"";
"23.08.2019 15:00";"22.8";"750.1";"766.6";"";"50";"Wind blowing from the east-northeast";"7";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"23.08.2019 09:00";"21.7";"750.1";"766.5";"";"57";"Wind blowing from the east-northeast";"6";"9";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"12.8";"";"";"";"";"";"";
"23.08.2019 03:00";"20.0";"748.1";"764.4";"";"63";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"22.08.2019 21:00";"21.1";"746.6";"763.0";"";"57";"Wind blowing from the north-east";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"12.2";"";"";"";"";"";"";
"22.08.2019 15:00";"24.4";"745.6";"761.7";"";"52";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"13.9";"";"";"";"";"";"";
"22.08.2019 09:00";"24.4";"744.9";"760.9";"";"64";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"22.08.2019 03:00";"21.7";"744.1";"760.1";"";"76";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"17.2";"Trace of precipitation";"3";"";"";"";"";
"21.08.2019 21:00";"24.4";"744.4";"760.6";"";"69";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"18.3";"";"";"";"";"";"";
"21.08.2019 15:00";"28.3";"744.1";"760.3";"";"63";"Wind blowing from the west";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"20.6";"";"";"";"";"";"";
"21.08.2019 09:00";"25.6";"743.9";"760.1";"";"76";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"21.08.2019 03:00";"18.9";"743.9";"760.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"20.08.2019 21:00";"21.1";"744.4";"760.5";"";"87";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"18.9";"";"";"";"";"";"";
"20.08.2019 15:00";"22.8";"743.4";"759.5";"";"90";"Wind blowing from the east";"4";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"16.0";"21.1";"";"";"";"";"";"";
"20.08.2019 09:00";"25.0";"744.7";"760.7";"";"90";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"23.3";"";"";"";"";"";"";
"20.08.2019 03:00";"23.9";"745.6";"761.6";"";"90";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"22.2";"";"";"";"";"";"";
"19.08.2019 21:00";"25.6";"745.4";"761.2";"";"85";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"22.8";"";"";"";"";"";"";
"19.08.2019 15:00";"28.3";"744.9";"760.9";"";"65";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"19.08.2019 09:00";"27.2";"745.4";"761.5";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"19.08.2019 03:00";"22.8";"743.9";"759.9";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"20.6";"";"";"";"";"";"";
"18.08.2019 21:00";"23.9";"742.6";"758.9";"";"74";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"18.08.2019 15:00";"27.8";"740.9";"756.9";"";"65";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"20.6";"";"";"";"";"";"";
"18.08.2019 09:00";"21.1";"742.4";"758.5";"";"97";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"20.6";"35.0";"3";"";"";"";"";
"18.08.2019 03:00";"22.2";"741.7";"757.8";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"20.6";"";"";"";"";"";"";
"17.08.2019 21:00";"23.3";"741.9";"758.0";"";"85";"Wind blowing from the south-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"20.6";"";"";"";"";"";"";
"17.08.2019 15:00";"24.4";"742.2";"758.3";"";"82";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"21.1";"Trace of precipitation";"3";"";"";"";"";
"17.08.2019 09:00";"24.4";"743.4";"759.5";"";"74";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"19.4";"Trace of precipitation";"3";"";"";"";"";
"17.08.2019 03:00";"21.7";"742.2";"758.1";"";"87";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"19.4";"";"";"";"";"";"";
"16.08.2019 21:00";"23.9";"741.4";"757.6";"";"74";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"18.9";"";"";"";"";"";"";
"16.08.2019 15:00";"28.3";"741.4";"757.4";"";"57";"Wind blowing from the south-southwest";"6";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"18.9";"";"";"";"";"";"";
"16.08.2019 09:00";"22.2";"744.1";"760.3";"";"71";"Wind blowing from the south-southwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
"16.08.2019 03:00";"18.9";"744.1";"760.4";"";"87";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"15.08.2019 21:00";"21.7";"744.7";"760.9";"";"68";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"15.6";"";"";"";"";"";"";
"15.08.2019 15:00";"24.4";"745.1";"761.2";"";"60";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"16.1";"";"";"";"";"";"";
"15.08.2019 09:00";"22.8";"745.4";"761.7";"";"66";"Wind blowing from the north";"6";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"15.08.2019 03:00";"18.9";"743.9";"760.1";"";"90";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"14.08.2019 21:00";"21.7";"744.4";"760.5";"";"76";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"17.2";"";"";"";"";"";"";
"14.08.2019 15:00";"26.7";"742.9";"759.0";"";"64";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"19.4";"Trace of precipitation";"3";"";"";"";"";
"14.08.2019 09:00";"25.0";"743.4";"759.4";"";"71";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"14.08.2019 03:00";"20.0";"743.2";"759.3";"";"96";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"13.08.2019 21:00";"22.8";"742.9";"758.9";"";"87";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"20.6";"6.0";"3";"";"";"";"";
"13.08.2019 15:00";"27.2";"741.1";"757.3";"";"67";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"20.6";"Trace of precipitation";"3";"";"";"";"";
"13.08.2019 09:00";"25.0";"741.1";"757.3";"";"79";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"21.1";"";"";"";"";"";"";
"13.08.2019 03:00";"21.7";"739.6";"755.6";"";"96";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"21.1";"2.0";"3";"";"";"";"";
"12.08.2019 21:00";"22.8";"740.2";"756.3";"";"96";"Wind blowing from the north-east";"3";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"22.2";"2.0";"3";"";"";"";"";
"12.08.2019 15:00";"26.7";"740.9";"756.9";"";"79";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"9.0";"22.8";"Trace of precipitation";"3";"";"";"";"";
"12.08.2019 09:00";"26.1";"743.2";"759.2";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"21.7";"";"";"";"";"";"";
"12.08.2019 03:00";"23.9";"742.9";"758.8";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"22.2";"";"";"";"";"";"";
"11.08.2019 21:00";"24.4";"743.6";"759.7";"";"82";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"21.1";"";"";"";"";"";"";
"11.08.2019 15:00";"26.7";"743.9";"760.2";"";"60";"Wind blowing from the south";"5";"9";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"11.08.2019 09:00";"23.9";"745.9";"761.9";"";"60";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"15.6";"Trace of precipitation";"3";"";"";"";"";
"11.08.2019 03:00";"21.1";"745.1";"761.2";"";"66";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"10.08.2019 21:00";"24.4";"745.4";"761.4";"";"54";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"10.08.2019 15:00";"27.8";"744.9";"760.9";"";"42";"Wind blowing from the east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"10.08.2019 09:00";"24.4";"745.9";"762.2";"";"48";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"10.08.2019 03:00";"20.6";"744.9";"761.0";"";"63";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"09.08.2019 21:00";"22.8";"744.7";"760.7";"";"59";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"09.08.2019 15:00";"27.2";"743.6";"759.7";"";"41";"Wind blowing from the north-east";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"12.8";"";"";"";"";"";"";
"09.08.2019 09:00";"24.4";"744.7";"760.6";"";"42";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"10.6";"";"";"";"";"";"";
"09.08.2019 03:00";"18.3";"743.2";"759.2";"";"73";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"13.3";"";"";"";"";"";"";
"08.08.2019 21:00";"23.9";"742.4";"758.4";"";"50";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"08.08.2019 15:00";"30.6";"740.9";"756.9";"";"36";"Wind blowing from the west-northwest";"9";"13";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.08.2019 09:00";"27.8";"740.9";"756.9";"";"51";"Wind blowing from the north-west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"08.08.2019 03:00";"23.3";"739.9";"755.8";"";"64";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"16.1";"";"";"";"";"";"";
"07.08.2019 21:00";"25.6";"739.9";"755.6";"";"60";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"07.08.2019 15:00";"30.6";"740.2";"756.2";"";"42";"Wind blowing from the west-southwest";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"07.08.2019 09:00";"27.2";"741.4";"757.3";"";"53";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"07.08.2019 03:00";"20.6";"741.1";"757.3";"";"90";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"06.08.2019 21:00";"23.3";"740.9";"757.0";"";"76";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"18.9";"";"";"";"";"";"";
"06.08.2019 15:00";"28.9";"740.4";"756.3";"";"51";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"17.8";"";"";"";"";"";"";
"06.08.2019 09:00";"23.9";"741.1";"757.0";"";"74";"Wind blowing from the west-northwest";"7";"8";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"18.9";"";"";"";"";"";"";
"06.08.2019 03:00";"21.7";"739.4";"755.2";"";"94";"Wind blowing from the south-east";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.6";"6.0";"3";"";"";"";"";
"05.08.2019 21:00";"27.2";"741.7";"757.6";"";"58";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.3";"";"";"";"";"";"";
"05.08.2019 15:00";"32.2";"742.4";"758.3";"";"41";"Wind blowing from the west";"5";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"05.08.2019 09:00";"27.8";"744.9";"760.8";"";"60";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"05.08.2019 03:00";"22.2";"745.1";"761.1";"";"84";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"19.4";"";"";"";"";"";"";
"04.08.2019 21:00";"24.4";"745.1";"761.2";"";"72";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.9";"";"";"";"";"";"";
"04.08.2019 15:00";"28.9";"745.1";"761.2";"";"57";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"04.08.2019 09:00";"26.1";"746.6";"762.6";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"18.9";"";"";"";"";"";"";
"04.08.2019 03:00";"23.9";"746.2";"762.1";"";"66";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"03.08.2019 21:00";"26.7";"746.2";"762.1";"";"34";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"03.08.2019 15:00";"30.0";"745.9";"761.9";"";"37";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"03.08.2019 09:00";"26.7";"747.9";"763.9";"";"51";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"03.08.2019 03:00";"19.4";"747.7";"763.9";"";"91";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.08.2019 21:00";"22.8";"747.9";"764.2";"";"69";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"02.08.2019 15:00";"27.8";"747.9";"764.1";"";"37";"Wind blowing from the east";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"02.08.2019 09:00";"25.0";"749.4";"765.6";"";"56";"Wind blowing from the east-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"02.08.2019 03:00";"20.0";"748.9";"765.2";"";"84";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"01.08.2019 21:00";"22.8";"749.4";"765.6";"";"51";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"01.08.2019 15:00";"26.1";"749.2";"765.5";"";"49";"Wind blowing from the north-east";"4";"8";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"14.4";"";"";"";"";"";"";
"01.08.2019 09:00";"24.4";"750.1";"766.5";"";"50";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"01.08.2019 03:00";"16.1";"748.9";"765.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"31.07.2019 21:00";"20.0";"749.4";"765.7";"";"53";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"31.07.2019 15:00";"24.4";"749.4";"765.9";"";"48";"Wind blowing from the north-east";"5";"9";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"31.07.2019 09:00";"22.2";"749.6";"766.0";"";"52";"Wind blowing from the north-northeast";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
