# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2019 00:00";"27.2";"726.7";"760.0";"";"82";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"22.2";"31.1";"";"";"";"";"";"16.0";"23.9";"";"";"";"";"";"";
"10.08.2019 18:00";"31.1";"725.8";"759.0";"";"68";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"22.2";"32.8";"";"";"";"";"";"16.0";"24.4";"";"";"";"";"";"";
"10.08.2019 12:00";"30.6";"727.0";"760.2";"";"67";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"23.3";"30.6";"";"";"600-1000";"";"";"16.0";"23.9";"";"";"";"";"";"";
"10.08.2019 06:00";"23.3";"726.7";"760.1";"";"94";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"22.2";"31.1";"";"";"";"";"";"14.0";"22.2";"";"";"";"";"";"";
"10.08.2019 00:00";"24.4";"727.0";"760.3";"";"91";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"20.6";"30.6";"";"";"";"";"";"16.0";"22.8";"";"";"";"";"";"";
"09.08.2019 18:00";"30.0";"725.8";"759.2";"";"59";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"20.6";"31.1";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"09.08.2019 12:00";"28.3";"727.5";"760.9";"";"65";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"21.1";"29.4";"";"";"600-1000";"";"";"16.0";"21.1";"";"";"";"";"";"";
"09.08.2019 06:00";"21.1";"727.0";"760.7";"";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"20.6";"25.0";"";"";"100-200";"";"";"16.0";"20.0";"";"";"";"";"";"";
"09.08.2019 00:00";"23.3";"726.7";"760.5";"";"85";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"21.1";"24.4";"";"";"1000-1500";"";"";"16.0";"20.6";"";"";"";"";"";"";
"08.08.2019 18:00";"24.4";"726.5";"760.1";"";"82";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"21.1";"25.0";"";"";"600-1000";"";"";"16.0";"21.1";"Trace of precipitation";"6";"";"";"";"";
"08.08.2019 12:00";"22.8";"727.5";"761.0";"";"90";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"21.1";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"21.1";"3.0";"6";"";"";"";"";
"08.08.2019 06:00";"21.7";"727.3";"760.7";"";"87";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"21.1";"26.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"19.4";"";"";"";"";"";"";
"08.08.2019 00:00";"22.2";"725.3";"758.9";"";"87";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"20.6";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.0";"";"";"";"";"";"";
"07.08.2019 18:00";"23.9";"725.1";"758.5";"";"82";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"20.6";"26.1";"";"";"";"";"";"16.0";"20.6";"3.0";"6";"";"";"";"";
"07.08.2019 12:00";"21.7";"728.0";"761.7";"";"90";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"21.7";"26.1";"";"";"1500-2000";"";"";"16.0";"20.0";"2.0";"6";"";"";"";"";
"07.08.2019 06:00";"21.7";"725.5";"759.1";"";"87";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"16.0";"19.4";"";"";"";"";"";"";
"07.08.2019 00:00";"21.7";"725.8";"758.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"27.2";"";"";"";"";"";"16.0";"19.4";"";"";"";"";"";"";
"06.08.2019 18:00";"25.6";"724.8";"758.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"34.4";"";"";"";"";"";"16.0";"21.7";"2.0";"6";"";"";"";"";
"06.08.2019 12:00";"32.2";"726.3";"759.6";"";"56";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"23.3";"32.2";"";"";"1000-1500";"";"";"16.0";"22.2";"";"";"";"";"";"";
"06.08.2019 06:00";"23.3";"726.5";"759.8";"";"88";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"22.8";"32.2";"";"";"1500-2000";"";"";"16.0";"21.1";"";"";"";"";"";"";
"06.08.2019 00:00";"23.3";"726.5";"759.7";"";"88";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"21.7";"30.6";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"05.08.2019 18:00";"30.6";"726.3";"759.7";"";"57";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"21.7";"32.2";"";"";"";"";"";"16.0";"21.1";"Trace of precipitation";"6";"";"";"";"";
"05.08.2019 12:00";"30.6";"728.0";"761.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"30.6";"";"";"";"";"";"16.0";"20.6";"";"";"";"";"";"";
"05.08.2019 06:00";"21.7";"728.0";"761.4";"";"87";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"21.7";"31.7";"";"";"";"";"";"14.0";"19.4";"";"";"";"";"";"";
"05.08.2019 00:00";"23.9";"728.2";"761.8";"";"74";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"19.4";"30.0";"";"";"1500-2000";"";"";"16.0";"18.9";"";"";"";"";"";"";
"04.08.2019 18:00";"30.0";"727.5";"760.9";"";"55";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"19.4";"31.7";"";"";"";"";"";"16.0";"20.0";"";"";"";"";"";"";
"04.08.2019 12:00";"29.4";"729.0";"762.4";"";"61";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"20.0";"30.0";"";"";"1000-1500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"04.08.2019 06:00";"20.6";"728.7";"762.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"19.4";"29.4";"";"";"";"";"";"9.0";"18.9";"";"";"";"";"";"";
"04.08.2019 00:00";"22.2";"728.5";"761.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.1";"27.8";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"03.08.2019 18:00";"27.8";"727.3";"760.7";"";"47";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"21.7";"29.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"03.08.2019 12:00";"27.2";"728.5";"761.9";"";"62";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"22.2";"27.2";"";"";"600-1000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"03.08.2019 06:00";"21.7";"728.5";"762.1";"";"90";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"21.7";"";"";"";"200-300";"";"";"12.0";"20.0";"";"";"";"";"";"";
"03.08.2019 00:00";"22.8";"729.0";"762.6";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.1";"24.4";"";"";"2500 or more, or no clouds.";"";"";"11.0";"21.7";"19.0";"6";"";"";"";"";
"02.08.2019 18:00";"22.8";"727.7";"761.5";"";"94";"Wind blowing from the south-east";"5";"";"";"100%.";"Mist. ";"";"";"21.1";"29.4";"";"";"600-1000";"";"";"2.4";"21.7";"22.0";"6";"";"";"";"";
"02.08.2019 12:00";"27.2";"729.7";"763.1";"";"67";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"21.7";"27.8";"";"";"600-1000";"";"";"16.0";"20.6";"";"";"";"";"";"";
"02.08.2019 06:00";"21.7";"729.7";"763.4";"";"79";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"21.1";"30.0";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"02.08.2019 00:00";"24.4";"730.0";"763.4";"";"77";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"21.7";"28.3";"";"";"1000-1500";"";"";"16.0";"20.0";"";"";"";"";"";"";
"01.08.2019 18:00";"28.3";"729.0";"762.4";"";"61";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"30.0";"";"";"1000-1500";"";"";"16.0";"20.0";"";"";"";"";"";"";
"01.08.2019 12:00";"27.8";"731.2";"764.8";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.7";"27.8";"";"";"600-1000";"";"";"16.0";"20.0";"";"";"";"";"";"";
"01.08.2019 06:00";"22.2";"730.4";"763.9";"";"84";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"21.1";"29.4";"";"";"600-1000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"01.08.2019 00:00";"22.2";"729.4";"763.0";"";"84";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"21.1";"28.3";"";"";"";"";"";"16.0";"19.4";"0.3";"6";"";"";"";"";
"31.07.2019 18:00";"28.3";"728.7";"762.3";"";"59";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"22.2";"29.4";"";"";"";"";"";"16.0";"19.4";"1.0";"6";"";"";"";"";
"31.07.2019 12:00";"27.2";"730.9";"764.6";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"22.2";"27.8";"";"";"1000-1500";"";"";"16.0";"20.0";"Trace of precipitation";"6";"";"";"";"";
"31.07.2019 06:00";"21.7";"730.2";"763.8";"";"79";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"20.6";"31.1";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"31.07.2019 00:00";"22.2";"730.2";"763.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"29.4";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"30.07.2019 18:00";"28.9";"728.5";"762.1";"";"49";"";"3";"";"";"no clouds";" ";"";"";"18.3";"31.1";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"30.07.2019 12:00";"29.4";"730.2";"763.6";"";"48";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"18.9";"29.4";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"30.07.2019 06:00";"19.4";"729.4";"763.0";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"31.1";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"30.07.2019 00:00";"22.2";"728.5";"761.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"29.4";"";"";"";"";"";"16.0";"20.6";"0.5";"6";"";"";"";"";
"29.07.2019 18:00";"29.4";"726.5";"759.7";"";"63";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"22.2";"31.1";"";"";"";"";"";"16.0";"21.7";"";"";"";"";"";"";
"29.07.2019 12:00";"26.1";"728.0";"761.4";"";"77";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";" ";"";"";"21.7";"26.1";"";"";"300-600";"";"";"16.0";"21.7";"2.0";"6";"";"";"";"";
"29.07.2019 06:00";"22.2";"727.7";"761.2";"";"94";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"22.2";"33.3";"";"";"1000-1500";"";"";"16.0";"21.1";"9.0";"6";"";"";"";"";
"29.07.2019 00:00";"25.0";"727.3";"760.5";"";"74";"Wind blowing from the south";"6";"";"";"no clouds";" ";"";"";"20.0";"31.7";"";"";"";"";"";"16.0";"20.0";"";"";"";"";"";"";
"28.07.2019 18:00";"31.7";"727.5";"760.8";"";"48";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"20.0";"33.3";"";"";"";"";"";"16.0";"19.4";"";"";"";"";"";"";
"28.07.2019 12:00";"31.7";"730.0";"763.3";"";"45";"Wind blowing from the south";"5";"9";"";"50%.";" ";"";"";"20.6";"31.7";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"28.07.2019 06:00";"20.6";"730.9";"764.4";"";"81";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"20.0";"31.1";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"28.07.2019 00:00";"21.7";"731.4";"765.1";"";"76";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"18.3";"28.9";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"27.07.2019 18:00";"28.9";"730.9";"764.7";"";"49";"Wind blowing from the south-southeast";"4";"";"";"20–30%.";" ";"";"";"18.3";"31.1";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"27.07.2019 12:00";"29.4";"732.7";"766.4";"";"46";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"18.9";"29.4";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
"27.07.2019 06:00";"18.9";"732.7";"766.4";"";"84";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"18.3";"29.4";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"27.07.2019 00:00";"20.6";"732.4";"766.2";"";"73";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"19.4";"28.3";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"26.07.2019 18:00";"28.3";"731.2";"765.0";"";"44";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"19.4";"29.4";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"26.07.2019 12:00";"27.2";"732.9";"766.7";"";"45";"";"2";"";"";"no clouds";" ";"";"";"20.0";"27.8";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"26.07.2019 06:00";"20.0";"732.4";"766.2";"";"76";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"19.4";"30.0";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"26.07.2019 00:00";"21.1";"731.7";"765.4";"";"73";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"16.7";"27.8";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"25.07.2019 18:00";"27.2";"730.7";"764.6";"";"51";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"16.7";"30.0";"";"";"1500-2000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"25.07.2019 12:00";"28.3";"732.1";"765.9";"";"41";"";"2";"";"";"50%.";" ";"";"";"17.2";"28.9";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"25.07.2019 06:00";"17.2";"731.7";"765.6";"";"84";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"16.7";"28.9";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"25.07.2019 00:00";"17.8";"731.2";"765.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"27.2";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"24.07.2019 18:00";"27.2";"730.9";"764.8";"";"45";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"14.4";"28.9";"";"";"";"";"";"16.0";"14.4";"";"";"";"";"";"";
"24.07.2019 12:00";"26.7";"732.4";"766.4";"";"49";"";"3";"";"";"no clouds";" ";"";"";"15.0";"27.2";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"24.07.2019 06:00";"15.0";"732.9";"766.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"27.8";"";"";"";"";"";"11.0";"13.3";"";"";"";"";"";"";
"24.07.2019 00:00";"17.2";"732.4";"766.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"25.6";"";"";"";"";"";"16.0";"13.9";"";"";"";"";"";"";
"23.07.2019 18:00";"25.6";"731.2";"765.1";"";"48";"Wind blowing from the north-northeast";"5";"";"";"no clouds";" ";"";"";"16.7";"27.8";"";"";"";"";"";"16.0";"13.9";"";"";"";"";"";"";
"23.07.2019 12:00";"26.1";"732.7";"766.4";"";"49";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"17.2";"26.7";"";"";"1000-1500";"";"";"16.0";"14.4";"";"";"";"";"";"";
"23.07.2019 06:00";"17.2";"732.4";"766.3";"";"90";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"16.7";"28.3";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"23.07.2019 00:00";"20.0";"731.4";"765.2";"";"78";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"18.9";"26.1";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"22.07.2019 18:00";"26.1";"729.7";"763.2";"";"52";"Wind blowing from the north";"6";"";"";"20–30%.";" ";"";"";"21.7";"28.3";"";"";"1500-2000";"";"";"16.0";"15.6";"";"";"";"";"";"";
"22.07.2019 12:00";"26.1";"729.7";"763.2";"";"58";"Wind blowing from the north-northeast";"8";"12";"";"50%.";" ";"";"";"21.1";"26.1";"";"";"600-1000";"";"";"16.0";"17.2";"6.0";"6";"";"";"";"";
"22.07.2019 06:00";"21.7";"727.3";"760.6";"";"94";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"21.7";"35.0";"";"";"100-200";"";"";"16.0";"20.6";"2.0";"6";"";"";"";"";
"22.07.2019 00:00";"23.9";"726.7";"760.0";"";"90";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"23.3";"32.8";"";"";"600-1000";"";"";"11.0";"22.2";"0.5";"6";"";"";"";"";
"21.07.2019 18:00";"32.8";"725.3";"758.6";"";"54";"Wind blowing from the south";"4";"";"";"20–30%.";" ";"";"";"23.3";"35.0";"";"";"1500-2000";"";"";"16.0";"22.2";"";"";"";"";"";"";
"21.07.2019 12:00";"31.7";"726.7";"760.1";"";"57";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"23.3";"31.7";"";"";"1500-2000";"";"";"16.0";"22.2";"";"";"";"";"";"";
"21.07.2019 06:00";"23.9";"727.5";"760.9";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.3";"35.0";"";"";"1000-1500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"21.07.2019 00:00";"25.0";"727.0";"760.1";"";"82";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"23.3";"32.8";"";"";"";"";"";"16.0";"21.7";"";"";"";"";"";"";
"20.07.2019 18:00";"32.8";"724.6";"757.8";"";"52";"Wind blowing from the south";"6";"";"";"no clouds";" ";"";"";"23.3";"35.0";"";"";"";"";"";"16.0";"21.7";"";"";"";"";"";"";
"20.07.2019 12:00";"32.8";"726.1";"759.2";"";"57";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"23.9";"33.3";"";"";"";"";"";"16.0";"23.3";"";"";"";"";"";"";
"20.07.2019 06:00";"23.9";"727.0";"760.2";"";"88";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"23.3";"35.0";"";"";"";"";"";"16.0";"21.7";"";"";"";"";"";"";
"20.07.2019 00:00";"25.0";"726.3";"759.4";"";"79";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"22.8";"32.8";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"19.07.2019 18:00";"32.8";"725.3";"758.5";"";"56";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"22.8";"35.0";"";"";"";"";"";"16.0";"22.8";"";"";"";"";"";"";
"19.07.2019 12:00";"33.3";"726.5";"759.8";"";"56";"Wind blowing from the south";"8";"";"";"no clouds";" ";"";"";"23.3";"33.3";"";"";"";"";"";"16.0";"23.3";"";"";"";"";"";"";
"19.07.2019 06:00";"23.3";"726.5";"759.7";"";"88";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"22.8";"35.0";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"19.07.2019 00:00";"25.0";"726.3";"759.5";"";"79";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"23.9";"32.2";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"18.07.2019 18:00";"32.2";"724.6";"757.8";"";"52";"Wind blowing from the south-southwest";"6";"11";"";"no clouds";" ";"";"";"23.9";"35.0";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"18.07.2019 12:00";"33.3";"726.5";"759.6";"";"56";"Wind blowing from the south-southwest";"9";"12";"";"20–30%.";" ";"";"";"24.4";"33.3";"";"";"1000-1500";"";"";"16.0";"23.3";"";"";"";"";"";"";
"18.07.2019 06:00";"24.4";"727.0";"760.3";"";"88";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"23.9";"34.4";"";"";"";"";"";"16.0";"22.2";"";"";"";"";"";"";
"18.07.2019 00:00";"27.2";"727.0";"760.0";"";"74";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"22.8";"32.8";"";"";"";"";"";"16.0";"22.2";"";"";"";"";"";"";
"17.07.2019 18:00";"32.8";"725.8";"759.1";"";"57";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"22.8";"34.4";"";"";"";"";"";"16.0";"23.3";"";"";"";"";"";"";
"17.07.2019 12:00";"33.3";"727.7";"761.2";"";"58";"Wind blowing from the south-southwest";"6";"11";"";"no clouds";" ";"";"";"23.9";"33.3";"";"";"";"";"";"16.0";"23.9";"";"";"";"";"";"";
"17.07.2019 06:00";"23.9";"726.7";"760.2";"";"90";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"22.8";"30.6";"";"";"";"";"";"16.0";"22.2";"";"";"";"";"";"";
"17.07.2019 00:00";"22.8";"727.0";"760.6";"";"87";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"21.1";"29.4";"";"";"";"";"";"16.0";"20.6";"";"";"";"";"";"";
"16.07.2019 18:00";"28.9";"726.1";"759.5";"";"63";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"21.1";"30.6";"";"";"";"";"";"16.0";"21.1";"";"";"";"";"";"";
"16.07.2019 12:00";"26.1";"726.7";"760.3";"";"72";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"21.7";"26.7";"";"";"600-1000";"";"";"16.0";"20.6";"";"";"";"";"";"";
"16.07.2019 06:00";"21.7";"725.5";"759.0";"";"94";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Mist. ";"";"";"21.1";"26.7";"";"";"50-100";"";"";"6.0";"20.6";"0.5";"6";"";"";"";"";
"16.07.2019 00:00";"22.8";"725.1";"758.5";"";"90";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"20.0";"24.4";"";"";"100-200";"";"";"16.0";"21.1";"";"";"";"";"";"";
"15.07.2019 18:00";"24.4";"723.8";"757.3";"";"82";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"20.0";"26.7";"";"";"";"";"";"16.0";"21.1";"0.3";"6";"";"";"";"";
"15.07.2019 12:00";"23.9";"725.5";"759.0";"";"82";"Wind blowing from the east-northeast";"6";"";"";"100%.";" ";"";"";"21.1";"23.9";"";"";"300-600";"";"";"14.0";"20.6";"Trace of precipitation";"6";"";"";"";"";
"15.07.2019 06:00";"20.6";"726.5";"760.0";"";"90";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"20.0";"29.4";"";"";"300-600";"";"";"14.0";"18.9";"0.5";"6";"";"";"";"";
"15.07.2019 00:00";"21.7";"728.5";"761.9";"";"76";"Wind blowing from the east-southeast";"6";"10";"";"70 – 80%.";" ";"";"";"21.1";"26.1";"";"";"600-1000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"14.07.2019 18:00";"26.1";"728.7";"762.4";"";"67";"Wind blowing from the east-southeast";"6";"";"";"100%.";" ";"";"";"23.3";"29.4";"";"";"600-1000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"14.07.2019 12:00";"27.2";"730.0";"763.5";"";"65";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"";"";"23.3";"27.2";"";"";"600-1000";"";"";"16.0";"20.0";"";"";"";"";"";"";
"14.07.2019 06:00";"23.3";"729.2";"762.7";"";"85";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"23.3";"31.7";"";"";"";"";"";"16.0";"20.6";"";"";"";"";"";"";
"14.07.2019 00:00";"26.1";"728.7";"762.0";"";"77";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"20.0";"30.6";"";"";"";"";"";"16.0";"21.7";"";"";"";"";"";"";
"13.07.2019 18:00";"30.6";"727.3";"760.6";"";"57";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"20.0";"31.7";"";"";"1000-1500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"13.07.2019 12:00";"31.1";"729.0";"762.4";"";"50";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"21.7";"31.1";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"13.07.2019 06:00";"21.7";"728.2";"761.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"31.1";"";"";"";"";"";"16.0";"18.9";"";"";"";"";"";"";
"13.07.2019 00:00";"23.3";"727.0";"760.3";"";"79";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"18.3";"30.0";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"12.07.2019 18:00";"30.0";"726.5";"759.9";"";"51";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"18.3";"31.1";"";"";"2000-2500";"";"";"16.0";"18.9";"";"";"";"";"";"";
"12.07.2019 12:00";"28.3";"727.7";"761.2";"";"55";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"19.4";"29.4";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"12.07.2019 06:00";"20.0";"727.5";"761.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"29.4";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"12.07.2019 00:00";"20.6";"727.5";"761.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"27.8";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"11.07.2019 18:00";"27.8";"727.3";"760.7";"";"55";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"19.4";"29.4";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
