# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.08.2019 01:00";"21.1";"759.6";"760.2";"";"93";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"21.1";"26.1";"";"";"2000-2500";"";"";"16.0";"20.0";"7.0";"6";"";"";"";"";
"04.08.2019 19:00";"25.0";"758.3";"758.9";"";"74";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"21.1";"32.8";"";"";"1500-2000";"";"";"16.0";"20.0";"6.0";"6";"";"";"";"";
"04.08.2019 13:00";"30.6";"758.5";"759.1";"";"40";"Wind blowing from the north-northwest";"6";"9";"";"70 – 80%.";" ";"";"";"23.3";"31.1";"";"";"1500-2000";"";"";"16.0";"15.6";"";"";"";"";"";"";
"04.08.2019 07:00";"23.3";"759.3";"760.0";"";"85";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"21.7";"29.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.6";"";"";"";"";"";"";
"04.08.2019 01:00";"21.7";"759.8";"760.3";"";"90";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"27.2";"";"";"600-1000";"";"";"16.0";"20.0";"6.0";"6";"";"";"";"";
"03.08.2019 19:00";"27.2";"759.3";"760.0";"";"67";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"29.4";"";"";"1000-1500";"";"";"16.0";"20.6";"";"";"";"";"";"";
"03.08.2019 13:00";"29.4";"760.8";"761.5";"";"57";"Wind blowing from the south-southeast";"5";"";"";"50%.";" ";"";"";"23.9";"29.4";"";"";"1000-1500";"";"";"16.0";"20.0";"";"";"";"";"";"";
"03.08.2019 07:00";"23.9";"763.1";"763.6";"";"84";"";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"29.4";"";"";"300-600";"";"";"16.0";"21.1";"";"";"";"";"";"";
"03.08.2019 01:00";"23.3";"763.6";"764.1";"";"79";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"22.8";"26.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"19.4";"";"";"";"";"";"";
"02.08.2019 19:00";"26.7";"763.3";"763.9";"";"54";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"22.8";"29.4";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
"02.08.2019 13:00";"28.3";"763.9";"764.6";"";"51";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"24.4";"28.3";"";"";"1000-1500";"";"";"16.0";"17.2";"";"";"";"";"";"";
"02.08.2019 07:00";"24.4";"764.6";"765.1";"";"72";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"22.8";"31.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.9";"";"";"";"";"";"";
"02.08.2019 01:00";"22.8";"763.9";"764.5";"";"71";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"21.1";"28.3";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"01.08.2019 19:00";"28.3";"762.6";"763.2";"";"41";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"21.1";"31.7";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"01.08.2019 13:00";"30.0";"763.6";"764.3";"";"36";"Wind blowing from the north-east";"3";"";"";"50%.";" ";"";"";"21.1";"30.0";"";"";"1500-2000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"01.08.2019 07:00";"23.3";"763.3";"763.9";"";"85";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.6";"";"";"";"";"";"";
"01.08.2019 01:00";"22.8";"762.6";"763.2";"";"87";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"22.2";"31.7";"";"";"100-200";"";"";"14.0";"20.6";"";"";"";"";"";"";
"31.07.2019 19:00";"23.3";"761.8";"762.4";"";"88";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"21.1";"31.7";"";"";"300-600";"";"";"16.0";"21.1";"41.0";"6";"";"";"";"";
"31.07.2019 13:00";"30.6";"761.1";"761.7";"";"57";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"26.1";"31.7";"";"";"1000-1500";"";"";"16.0";"21.1";"";"";"";"";"";"";
"31.07.2019 07:00";"26.1";"761.8";"762.4";"";"72";"";"2";"";"";"70 – 80%.";" ";"";"";"23.3";"35.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.6";"";"";"";"";"";"";
"31.07.2019 01:00";"26.7";"761.3";"762.1";"";"62";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"23.9";"32.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.9";"";"";"";"";"";"";
"30.07.2019 19:00";"32.2";"759.8";"760.4";"";"42";"Wind blowing from the south";"4";"";"";"50%.";" ";"";"";"23.9";"35.0";"";"";"1500-2000";"";"";"16.0";"17.8";"";"";"";"";"";"";
"30.07.2019 13:00";"32.2";"760.6";"761.1";"";"48";"Wind blowing from the south-southeast";"4";"9";"";"50%.";" ";"";"";"27.2";"35.0";"";"";"1500-2000";"";"";"16.0";"20.0";"";"";"";"";"";"";
"30.07.2019 07:00";"27.2";"761.3";"761.9";"";"72";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"23.9";"34.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"21.7";"";"";"";"";"";"";
"30.07.2019 01:00";"27.2";"760.6";"761.2";"";"65";"Wind blowing from the south-southwest";"4";"";"";"50%.";" ";"";"";"22.2";"32.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.0";"";"";"";"";"";"";
"29.07.2019 19:00";"32.2";"759.8";"760.6";"";"44";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"22.2";"34.4";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"29.07.2019 13:00";"32.8";"760.6";"761.3";"";"44";"Wind blowing from the south-west";"6";"8";"";"50%.";" ";"";"";"25.6";"33.9";"";"";"1500-2000";"";"";"16.0";"18.9";"";"";"";"";"";"";
"29.07.2019 07:00";"25.6";"761.8";"762.4";"";"69";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"22.2";"33.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"19.4";"";"";"";"";"";"";
"29.07.2019 01:00";"23.9";"762.1";"762.7";"";"69";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"21.7";"31.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.8";"Trace of precipitation";"6";"";"";"";"";
"28.07.2019 19:00";"31.1";"761.6";"762.3";"";"45";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"21.7";"33.3";"";"";"1500-2000";"";"";"16.0";"17.8";"";"";"";"";"";"";
"28.07.2019 13:00";"32.8";"762.9";"763.5";"";"37";"Wind blowing from the south-west";"6";"9";"";"50%.";" ";"";"";"24.4";"32.8";"";"";"1500-2000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"28.07.2019 07:00";"24.4";"764.6";"765.4";"";"77";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"21.7";"31.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"20.0";"";"";"";"";"";"";
"28.07.2019 01:00";"22.2";"765.4";"766.0";"";"76";"Wind blowing from the south-southwest";"3";"";"";"20–30%.";" ";"";"";"21.7";"27.2";"";"";"1500-2000";"";"";"16.0";"17.8";"";"";"";"";"";"";
"27.07.2019 19:00";"27.2";"765.4";"765.9";"";"54";"Wind blowing from the south";"5";"";"";"20–30%.";" ";"";"";"21.7";"31.1";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"27.07.2019 13:00";"29.4";"766.6";"767.2";"";"55";"Wind blowing from the south-southeast";"5";"8";"";"50%.";" ";"";"";"24.4";"31.1";"";"";"1500-2000";"";"";"16.0";"19.4";"";"";"";"";"";"";
"27.07.2019 07:00";"24.4";"768.4";"769.0";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.7";"30.6";"";"";"2000-2500";"";"";"16.0";"17.2";"";"";"";"";"";"";
"27.07.2019 01:00";"23.9";"767.7";"768.4";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"28.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"26.07.2019 19:00";"28.3";"767.2";"767.9";"";"41";"";"2";"";"";"50%.";" ";"";"";"19.4";"30.6";"";"";"1500-2000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"26.07.2019 13:00";"29.4";"767.4";"768.1";"";"40";"Wind blowing from the south-east";"4";"";"";"50%.";" ";"";"";"22.8";"30.6";"";"";"1500-2000";"";"";"16.0";"14.4";"";"";"";"";"";"";
"26.07.2019 07:00";"22.8";"767.7";"768.3";"";"66";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"19.4";"30.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.1";"";"";"";"";"";"";
"26.07.2019 01:00";"21.1";"765.9";"766.5";"";"71";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"20.6";"27.8";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"25.07.2019 19:00";"27.8";"764.6";"765.2";"";"33";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"20.6";"30.6";"";"";"1500-2000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"25.07.2019 13:00";"28.9";"763.9";"764.5";"";"38";"Wind blowing from the north-west";"4";"";"";"50%.";" ";"";"";"23.3";"29.4";"";"";"1500-2000";"";"";"16.0";"13.3";"";"";"";"";"";"";
"25.07.2019 07:00";"23.3";"763.6";"764.2";"";"62";"Wind blowing from the north-northeast";"4";"";"";"50%.";" ";"";"";"20.6";"30.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"Trace of precipitation";"6";"";"";"";"";
"25.07.2019 01:00";"22.8";"761.8";"762.4";"";"74";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"20.0";"27.2";"";"";"2000-2500";"";"";"16.0";"17.8";"";"";"";"";"";"";
"24.07.2019 19:00";"27.2";"760.3";"760.9";"";"49";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"20.0";"30.0";"";"";"1500-2000";"";"";"16.0";"15.6";"";"";"";"";"";"";
"24.07.2019 13:00";"26.7";"759.6";"760.3";"";"49";"Wind blowing from the north-northeast";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"28.3";"";"";"1500-2000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"24.07.2019 07:00";"22.2";"759.8";"760.3";"";"79";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"20.0";"24.4";"";"";"300-600";"";"";"16.0";"18.3";"";"";"";"";"";"";
"24.07.2019 01:00";"20.6";"758.3";"758.8";"";"90";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"19.4";"23.9";"";"";"300-600";"";"";"16.0";"18.9";"0.3";"6";"";"";"";"";
"23.07.2019 19:00";"23.3";"758.5";"759.2";"";"71";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"19.4";"24.4";"";"";"600-1000";"";"";"16.0";"17.8";"Trace of precipitation";"6";"";"";"";"";
"23.07.2019 13:00";"23.3";"757.5";"758.2";"";"69";"Wind blowing from the north";"5";"8";"";"100%.";" ";"";"";"20.0";"23.9";"";"";"600-1000";"";"";"16.0";"17.2";"Trace of precipitation";"6";"";"";"";"";
"23.07.2019 07:00";"20.0";"755.2";"755.8";"";"90";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"19.4";"31.7";"";"";"200-300";"";"";"16.0";"18.3";"15.0";"6";"";"";"";"";
"23.07.2019 01:00";"23.9";"755.0";"755.6";"";"94";"Wind blowing from the west-southwest";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"23.3";"28.3";"";"";"100-200";"";"";"16.0";"22.8";"2.0";"6";"";"";"";"";
"22.07.2019 19:00";"23.3";"755.2";"755.8";"";"97";"Wind blowing from the south-east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"22.8";"31.7";"";"";"100-200";"";"";"11.0";"22.8";"43.0";"6";"";"";"";"";
"22.07.2019 13:00";"31.7";"755.2";"755.9";"";"59";"Wind blowing from the south-east";"5";"";"";"50%.";" ";"";"";"27.8";"31.7";"";"";"1000-1500";"";"";"16.0";"22.8";"";"";"";"";"";"";
"22.07.2019 07:00";"27.8";"757.5";"758.0";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.4";"37.2";"";"";"600-1000";"";"";"16.0";"21.1";"Trace of precipitation";"6";"";"";"";"";
"22.07.2019 01:00";"27.8";"757.5";"758.0";"";"67";"Wind blowing from the north";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"26.7";"33.9";"";"";"1500-2000";"";"";"16.0";"21.1";"Trace of precipitation";"6";"";"";"";"";
"21.07.2019 19:00";"33.9";"755.8";"756.3";"";"50";"Wind blowing from the west";"7";"10";"";"70 – 80%.";" ";"";"";"26.7";"37.2";"";"";"1500-2000";"";"";"16.0";"22.2";"";"";"";"";"";"";
"21.07.2019 13:00";"36.1";"755.8";"756.4";"";"48";"Wind blowing from the west";"6";"8";"";"70 – 80%.";" ";"";"";"30.0";"36.7";"";"";"1500-2000";"";"";"16.0";"23.3";"";"";"";"";"";"";
"21.07.2019 07:00";"30.0";"756.7";"757.3";"";"67";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"26.7";"36.7";"";"";"1500-2000";"";"";"16.0";"23.3";"";"";"";"";"";"";
"21.07.2019 01:00";"30.0";"755.8";"756.4";"";"70";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"26.7";"34.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"23.9";"";"";"";"";"";"";
"20.07.2019 19:00";"34.4";"756.3";"756.9";"";"48";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"26.7";"36.7";"";"";"1500-2000";"";"";"16.0";"21.7";"";"";"";"";"";"";
"20.07.2019 13:00";"36.7";"756.7";"757.3";"";"42";"Wind blowing from the west";"8";"10";"";"70 – 80%.";" ";"";"";"29.4";"36.7";"";"";"1500-2000";"";"";"16.0";"21.7";"";"";"";"";"";"";
"20.07.2019 07:00";"29.4";"758.0";"758.7";"";"72";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"26.7";"35.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"23.9";"";"";"";"";"";"";
"20.07.2019 01:00";"29.4";"757.5";"758.1";"";"75";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"22.2";"33.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"24.4";"";"";"";"";"";"";
"19.07.2019 19:00";"33.3";"756.7";"757.5";"";"58";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"22.2";"35.0";"";"";"1000-1500";"";"";"16.0";"23.9";"";"";"";"";"";"";
"19.07.2019 13:00";"32.8";"758.0";"758.7";"";"59";"Wind blowing from the south-west";"5";"8";"";"50%.";" ";"";"";"22.8";"32.8";"";"";"600-1000";"";"";"16.0";"23.9";"";"";"";"";"";"";
"19.07.2019 07:00";"24.4";"759.1";"759.7";"";"82";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"22.2";"";"";"";"200-300";"";"";"16.0";"21.1";"";"";"";"";"";"";
"19.07.2019 01:00";"22.2";"758.8";"759.5";"";"94";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"22.2";"24.4";"";"";"200-300";"";"";"16.0";"21.1";"Trace of precipitation";"6";"";"";"";"";
"18.07.2019 19:00";"22.8";"758.3";"759.0";"";"94";"Wind blowing from the north-northeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"22.8";"28.9";"";"";"100-200";"";"";"12.0";"21.7";"0.5";"6";"";"";"";"";
"18.07.2019 13:00";"26.7";"758.3";"759.0";"";"82";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"23.9";"27.2";"";"";"200-300";"";"";"12.0";"23.3";"6.0";"6";"";"";"";"";
"18.07.2019 07:00";"24.4";"758.8";"759.5";"";"91";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"23.3";"36.1";"";"";"200-300";"";"";"16.0";"22.8";"2.0";"6";"";"";"";"";
"18.07.2019 01:00";"24.4";"758.0";"758.7";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.3";"33.3";"";"";"200-300";"";"";"16.0";"23.3";"24.0";"6";"";"";"";"";
"17.07.2019 19:00";"33.3";"757.0";"757.6";"";"46";"Wind blowing from the south-southwest";"4";"";"";"70 – 80%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"";"";"25.6";"36.1";"";"";"1500-2000";"";"";"16.0";"20.0";"";"";"";"";"";"";
"17.07.2019 13:00";"36.1";"758.5";"759.2";"";"45";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"27.2";"36.1";"";"";"1500-2000";"";"";"16.0";"22.2";"";"";"";"";"";"";
"17.07.2019 07:00";"27.2";"760.6";"761.1";"";"79";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"25.6";"33.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"23.3";"";"";"";"";"";"";
"17.07.2019 01:00";"27.8";"761.1";"761.6";"";"56";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"32.2";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"16.07.2019 19:00";"31.7";"761.1";"761.8";"";"45";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"33.9";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"16.07.2019 13:00";"32.2";"762.1";"762.7";"";"41";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"25.6";"32.8";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"16.07.2019 07:00";"25.0";"763.3";"764.0";"";"60";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"22.2";"31.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"16.7";"";"";"";"";"";"";
"16.07.2019 01:00";"23.9";"762.9";"763.4";"";"60";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"21.1";"28.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"15.07.2019 19:00";"28.9";"761.3";"762.1";"";"43";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"21.1";"31.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.0";"";"";"";"";"";"";
"15.07.2019 13:00";"29.4";"762.1";"762.8";"";"36";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"23.9";"30.6";"";"";"1500-2000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"15.07.2019 07:00";"23.9";"763.3";"763.9";"";"55";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"21.1";"33.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"15.07.2019 01:00";"23.9";"761.8";"762.5";"";"54";"Wind blowing from the north-northwest";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"30.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"14.07.2019 19:00";"30.6";"759.8";"760.5";"";"31";"Wind blowing from the north-west";"7";"";"";"20–30%.";" ";"";"";"22.2";"33.3";"";"";"2000-2500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"14.07.2019 13:00";"32.2";"759.1";"759.7";"";"39";"Wind blowing from the north-west";"8";"11";"";"50%.";" ";"";"";"26.1";"32.8";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
"14.07.2019 07:00";"26.1";"759.6";"760.1";"";"60";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"22.2";"31.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.8";"";"";"";"";"";"";
"14.07.2019 01:00";"24.4";"758.8";"759.4";"";"67";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"21.7";"30.0";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"13.07.2019 19:00";"30.0";"758.5";"759.1";"";"48";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"21.7";"31.7";"";"";"";"";"";"16.0";"17.8";"";"";"";"";"";"";
"13.07.2019 13:00";"29.4";"759.6";"760.1";"";"48";"Wind blowing from the west";"6";"8";"";"50%.";" ";"";"";"23.9";"30.0";"";"";"1000-1500";"";"";"16.0";"17.2";"";"";"";"";"";"";
"13.07.2019 07:00";"23.9";"760.0";"760.6";"";"66";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"21.7";"32.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"17.2";"";"";"";"";"";"";
"13.07.2019 01:00";"23.3";"758.0";"758.6";"";"69";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"21.7";"28.3";"";"";"";"";"";"16.0";"17.2";"";"";"";"";"";"";
"12.07.2019 19:00";"28.3";"756.0";"756.6";"";"44";"Wind blowing from the north-west";"6";"9";"";"20–30%.";" ";"";"";"21.7";"32.2";"";"";"1500-2000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"12.07.2019 13:00";"31.7";"754.2";"754.9";"";"47";"Wind blowing from the west";"6";"9";"";"70 – 80%.";" ";"";"";"23.9";"31.7";"";"";"1000-1500";"";"";"16.0";"18.9";"";"";"";"";"";"";
"12.07.2019 07:00";"23.9";"754.5";"755.0";"";"84";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"21.7";"";"";"";"300-600";"";"";"16.0";"21.1";"";"";"";"";"";"";
"12.07.2019 01:00";"22.8";"754.7";"755.2";"";"94";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"22.2";"26.1";"";"";"200-300";"";"";"16.0";"21.7";"17.0";"6";"";"";"";"";
"11.07.2019 19:00";"24.4";"756.7";"757.3";"";"94";"Wind blowing from the south-east";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"22.2";"30.0";"";"";"200-300";"";"";"8.0";"23.3";"21.0";"6";"";"";"";"";
"11.07.2019 13:00";"27.8";"758.5";"759.0";"";"72";"Wind blowing from the south-east";"5";"8";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"25.6";"30.0";"";"";"600-1000";"";"";"16.0";"22.2";"Trace of precipitation";"6";"";"";"";"";
"11.07.2019 07:00";"26.1";"760.6";"761.1";"";"52";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"22.2";"33.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"15.6";"";"";"";"";"";"";
"11.07.2019 01:00";"25.0";"760.6";"761.1";"";"66";"Wind blowing from the south-southwest";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"31.1";"";"";"2000-2500";"";"";"16.0";"18.3";"";"";"";"";"";"";
"10.07.2019 19:00";"31.1";"760.0";"760.7";"";"45";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"22.2";"33.3";"";"";"1500-2000";"";"";"16.0";"17.8";"";"";"";"";"";"";
"10.07.2019 13:00";"32.8";"761.8";"762.4";"";"38";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"25.0";"33.3";"";"";"2000-2500";"";"";"16.0";"16.7";"";"";"";"";"";"";
"10.07.2019 07:00";"25.0";"762.9";"763.5";"";"71";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"22.2";"32.8";"";"";"1000-1500";"";"";"16.0";"19.4";"";"";"";"";"";"";
"10.07.2019 01:00";"23.9";"762.1";"762.8";"";"71";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"19.4";"29.4";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"09.07.2019 19:00";"29.4";"761.3";"762.1";"";"46";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"19.4";"32.8";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
"09.07.2019 13:00";"31.7";"761.8";"762.6";"";"31";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"23.9";"32.2";"";"";"2000-2500";"";"";"16.0";"12.8";"";"";"";"";"";"";
"09.07.2019 07:00";"23.9";"762.4";"763.0";"";"74";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";" ";"";"";"19.4";"26.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"18.9";"";"";"";"";"";"";
"09.07.2019 01:00";"20.6";"761.3";"762.1";"";"81";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"20.6";"25.0";"";"";"1500-2000";"";"";"16.0";"17.2";"";"";"";"";"";"";
"08.07.2019 19:00";"25.0";"760.8";"761.4";"";"58";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"22.2";"26.7";"";"";"600-1000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"08.07.2019 13:00";"24.4";"761.1";"761.6";"";"64";"";"3";"";"";"70 – 80%.";" ";"";"";"21.7";"24.4";"";"";"600-1000";"";"";"16.0";"17.2";"0.8";"6";"";"";"";"";
"08.07.2019 07:00";"22.8";"760.8";"761.3";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"";"";"200-300";"";"";"16.0";"18.9";"Trace of precipitation";"6";"";"";"";"";
"08.07.2019 01:00";"22.2";"760.0";"760.7";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.7";"25.0";"";"";"200-300";"";"";"16.0";"18.9";"";"";"";"";"";"";
"07.07.2019 19:00";"23.9";"759.6";"760.0";"";"64";"Wind blowing from the south";"4";"";"";"50%.";" ";"";"";"23.9";"30.6";"";"";"1500-2000";"";"";"16.0";"16.7";"";"";"";"";"";"";
